title,creation_date,medium,accession_number,credit_line,date_acquired,department,physical_location,item_width,item_height,item_depth,item_diameter,provenance_text,classification,party_type,cited_name,role,nationality,birth_date,death_date,birth_place,death_place
"Model for ""Carnegie""",1985,weathered steel,85.71,Gift of the artist,12/5/85,Contemporary Art,"Gallery 15, Scaife Galleries",24,53.25,24,0,Richard Serra,sculpture,Person,"Serra, Richard",,American,1/1/39,,"San Fransisco, California",
Wells Cup,1772,gilded silver,85.8.A-B,Ailsa Mellon Bruce Fund,4/4/85,Decorative Arts and Design,"Gallery 2, Scaife Galleries",12.5,17.75,7.562,0,"Brand Inglis, Ltd., England, London",Metals,Collaboration|Person,"Smith, Daniel and Robert Sharp|Pickett, William",silversmiths|retailer,British,1763-01-01|,1788-01-01|,|,|
Don't Be Cruel,1985-1986,oil on canvas,86.2,The Henry L. Hillman Fund,6/12/86,Contemporary Art,"Gallery 15, Scaife Galleries",116.5,115,14,0,"Paula Cooper Gallery, New York, NY; Carnegie Museum of Art, Pittsburgh;  The Henry L. Hillman Fund",paintings,Person,"Murray, Elizabeth",,American,1/1/40,8/12/07,"Chicago (Cook county, Illinois, United States)",New York State (United States)
The Tulip Mania of Holland,1985,"oil, acrylic, and silkscreen on canvas and fabric",86.2,A. W. Mellon Acquisition Endowment Fund,2/6/86,Contemporary Art,"Gallery 15, Scaife Galleries",204.188,132.125,1.375,0,"Michael Werner Gallery, Koln",paintings,Person,"Salle, David",,American,1/1/50,,"Norman (Norman, Cleveland county, Oklahoma, United States)",
Vertical Volume No. 1,1939-1940,acrylic and oil on gessoed Masonite,86.34,Purchase: Anonymous gift,10/2/86,Fine Arts,"Gallery 12, Scaife Galleries",19,66.875,2.5,0,"The artist, until 1986; Museum purchase: anonymous gift, 1986",sculpture,Person,"Holtzman, Harry",,American,1/1/12,1/1/87,,
Hyperion,1841,marble,86.36,"Purchase: gift of Mrs. George L. Craig, Jr. and Patrons Art Fund",10/2/86,Fine Arts,"Gallery 4, Scaife Galleries",12.5,23.25,12.5,0,"P.T. Homer, Boston, by 1843; private collection, Boston; private collection, Boston, in the late 1930s;  Hirschl and Adler Galleries, New York, 1984; Museum purchase: gift of Mrs. George L. Craig, Jr., and Patrons Art Fund, 1986",sculpture,Person,"Crawford, Thomas",,American,1813-01-01,1857-01-01,," London (Greater London, England, United Kingdom)"
"Wall Drawing #493, The wall is divided vertically into three equal parts.  All one-, two-, and three-part combinations of three colors",1986,Lascaux acrylic wash,86.39,Gift of the artist,10/2/86,Contemporary Art,Museum of Art Lobby,631,174,0,0,Sol Lewitt,drawings and watercolors,Person,"LeWitt, Sol",,American,1/1/28,1/1/07,"Hartford (Hartford county, Connecticut, United States)","New York City (New York state, United States)"
Study for Arcadia: Youth Playing Pipes,1883,oil on wood panel,86.4,Gift of Maurice Horwitz,10/2/86,Fine Arts,"Gallery 6, Scaife Galleries",8.25,10.25,0,0,"Sale of Eakins estate, 1939; Babcock Galleries, New York, 1939; Maurice Horwitz, Butler, Pa., 1947; Gift of Maurice Horwitz, 1986",paintings,Person,"Eakins, Thomas",,American,1844-01-01,1/1/16," Philadelphia (Philadelphia county, Pennsylvania, United States)"," Philadelphia (Philadelphia county, Pennsylvania, United States)"
Self Portrait,1986,acrylic and silkscreen on canvas,86.47,Fellows Fund,12/4/86,Contemporary Art,"Gallery 15, Scaife Galleries",80,80,1.25,0,"Anthony D'Offay, London; Carnegie Museum of Art, Pittsburgh; Felows Fund",paintings,Person,"Warhol, Andy",,American,1/1/28,1/1/87,"Pittsburgh (Allegheny county, Pennsylvania, United States)","New York City (New York state, United States)"
Ever Widening Circles of Shattered Glass,1984-1986,language + materials referred to,86.52,"Mr. and Mrs. William Boyd, Jr. Fund",12/4/86,Contemporary Art,"Gallery 13, Scaife Galleries",0,0,0,0,"Marian Goodman Gallery, New York, New York; Carnegie Museum of Art, Pittsburgh; Mr. and Mrs. William Boyd, Jr., Fund",sculpture,Person,"Weiner, Lawrence",,American,1/1/40,,"Bronx (New York City, New York State, United State)",
James Fenner Penniman,1851-1854,marble,87.10.1,Purchase: gift of the Fellows of the Museum of Art,4/2/87,Fine Arts,"Gallery 4, Scaife Galleries",21,30.5,15,0,"James F Penniman [-1876], New York, 1854; Richard Gilbert, Auctioneer, Garrison, NY, 1979; Post Road Gallery, Larchmont, NY, 1979; Mimi d'Bloch [1917-2004] as agent, New York, by 1986 [1]; purchased by Museum, 1987. 
NOTES:1. Acting as agent for Stratford Fine Arts Ltd.",sculpture,Person,"Powers, Hiram",,American,1805-01-01,1873-01-01,"Woodstock, VT","Florence, Italy"
Cordelia Judd Penniman,1851-1854,marble,87.10.2,Purchase: gift of the Fellows of the Museum of Art,4/2/87,Fine Arts,"Gallery 4, Scaife Galleries",20,27,11,0,"James T. Penniman [-1876], New York, after 1854. Richard Gilbert Auctioneer, Garrison, NY, 1979; Post Road Gallery, Larchmont, NY, 1979; Mimi d'Bloch as agent, New York, by 1986; purchased by Carnegie Museum of Art, Pittsburgh, PA, 1987.",sculpture,Person,"Powers, Hiram",,American,1805-01-01,1873-01-01,"Woodstock, VT","Florence, Italy"
Abstract Painting (Abstraktes Bild),1986,oil on canvas,87.14,A. W. Mellon Acquisition Endowment Fund,6/4/87,Contemporary Art,"Gallery 15, Scaife Galleries",78.75,88.75,1.5,0,"Marian Goodman Gallery, New York, New York; Carnegie Museum of Art, Pittsburgh; A. W. Mellon Acquisition Fund",paintings,Person,"Richter, Gerhard",,German,1/1/32,,"Dresden, Germany",
Table,  1820,"pine with rosewood and ebony veneer, brass inlay, and painted and gilded decoration",87.1,Berdan Memorial Trust Fund and Schoonmaker Memorial Fund,2/5/87,Decorative Arts and Design,"Gallery 20, Bruce Galleries",46,28.875,36,0,"Hirschl and Adler Galleries, New York, NY",Wood,Person,"unknown American, NY, New York",,American,,,,
Tall case clock,  1750,oak with kingwood and other wood veneers and silvered and gilded bronze,87.3,Purchase: gift of the Women's Committee and Paul Mellon,10/1/87,Decorative Arts and Design,"Gallery 19, Bruce Galleries",30,86.125,16,0,"Rosenberg and Stiebel, New York, NY",Wood,Person,"Saint-Germain, Joseph de",,French,,,,
Out of the Frost,1986,oil and acrylic on panel,87.4,The Tillie and Alexander C. Speyer Fund for Contemporary Art,2/5/87,Contemporary Art,"Gallery 15, Scaife Galleries",80,81.75,1.625,0,"Rosamund Felsen Gallery, Los Angeles, CA",paintings,Person,"Pittman, Lari",,American,1/1/52,,"Los Angeles (Los Angeles county, California, United States)",
Hall chair,  1845,oak,87.5.3,Decorative Arts Purchase Fund,2/5/87,Decorative Arts and Design,"Gallery 20, Bruce Galleries",20.625,69.25,21.625,0,"Peter Hill, Inc., NH,East Lempster",Wood,Person,"unknown American, NY, New York",probably by,American,,,,
Serving spoon,  1883,silver with gilded decoration,88.16,Purchase: gift of Mr. and Mrs. Alexander C. Speyer III and Decorative Arts Purchase Fund,6/2/88,Decorative Arts and Design,"Gallery 20, Bruce Galleries",10.75,2.5,0,0,"Marsh and Ackerman, Providence, Rhode Island",tools and equipment,Organization,Gorham Manufacturing Company,,American,1831-01-01,,"Providence, RI",
Prairie Vase,1986,glazed whiteware,88.18,Purchase: gift of Edgar L. Levenson,6/2/88,Decorative Arts and Design,"Gallery 21, Bruce Galleries",6.75,11.5,0,0,"Garth Clark Gallery, New York City, NY",Ceramics,Person,"Kraus, Anne",,American,1/1/56,1/1/03,,
Cabinet,  1690,"oak with veneers of walnut, various woods, and ivory",88.19,"Berdan Memorial Trust Fund, Ailsa Mellon Bruce Fund and Decorative Arts Purchase Fund",6/2/88,Decorative Arts and Design,"Gallery 2, Scaife Galleries",67.75,80.5,24.75,0,"Limburg Antiquairs, Amsterdam",Wood,Person,unknown Dutch,,Dutch,,,,
Bleibild 26/88,1988,acrylic on lead,88.23.1.A-B,"Fine Arts Acquisition Fund, A. W. Mellon Acquisition Endowment Fund and Carnegie International Acquisition Fund",9/29/88,Contemporary Art,"Gallery 16, Scaife Galleries",47.626,71,1.374,0,"Galerie Pieroni, Rome",paintings,Person,"Förg, Günther",,German,1/1/52,,"Füssen (Schwaben, Bavaria, Germany)",
Bleibild 26/88,1988,acrylic on lead,88.23.2.A-B,"Fine Arts Acquisition Fund, A. W. Mellon Acquisition Endowment Fund and Carnegie International Acquisition Fund",9/29/88,Contemporary Art,"Gallery 16, Scaife Galleries",47.5,71,1.248,0,"Galerie Pieroni, Rome",paintings,Person,"Förg, Günther",,German,1/1/52,,"Füssen (Schwaben, Bavaria, Germany)",
Bleibild 26/88,1988,acrylic on lead,88.23.3.A-B,"Fine Arts Acquisition Fund, A. W. Mellon Acquisition Endowment Fund and Carnegie International Acquisition Fund",9/29/88,Contemporary Art,"Gallery 16, Scaife Galleries",47.5,71,1.248,0,"Galerie Pieroni, Rome",paintings,Person,"Förg, Günther",,German,1/1/52,,"Füssen (Schwaben, Bavaria, Germany)",
Bleibild 26/88,1988,acrylic on lead,88.23.4.A-B,"Fine Arts Acquisition Fund, A. W. Mellon Acquisition Endowment Fund and Carnegie International Acquisition Fund",9/29/88,Contemporary Art,"Gallery 16, Scaife Galleries",47.5,71,1.248,0,"Galerie Pieroni, Rome",paintings,Person,"Förg, Günther",,German,1/1/52,,"Füssen (Schwaben, Bavaria, Germany)",
The Tongue of the Cherokee,1985-1988,"painted, laminated and sandblasted glass",88.3,Purchase: gift of the Women's Committee and Founder Patron's Day Fund,12/1/88,Contemporary Art,Hall of Sculpture,43,100,0,0,"Marian Goodman Gallery, New York, New York",installations,Person,"Baumgarten, Lothar",,German,1/1/44,,"Rheinsberg (Potsdam district, Brandenburg, Germany)",
Dos Nones,1988,iron and polymethyl methacrylate sheeting,88.32.A-.J,Fellows Fund,12/1/88,Contemporary Art,"Gallery 16, Scaife Galleries",119.5,94.75,85.25,0,Susana Solano,sculpture,Person,"Solano, Susana",,Spanish,1/1/46,,"Barcelona, Spain",
Vase,  1912,earthenware with painted decoration,89.13.2,DuPuy Fund,10/5/89,Decorative Arts and Design,"Gallery 21, Bruce Galleries",5.375,17.75,5.375,0,"Historical Design Collection, New York",Ceramics,Person|Person|Organization,"Moser, Koloman|Klaus, Karl|Wahliss, Ernst",designer|designer|manufacturer,Austrian,1868-01-01|1899-01-01|1863-01-01,1918-01-01||1934-01-01,"Vienna (Wien state, Austria)||","Vienna (Wien state, Austria)||"
NNI180 Military Intelligence II,1989,glazed stoneware,89.14.A-B,Gift of Mr. and Mrs. Samuel M. Bell,10/5/89,Decorative Arts and Design,"Gallery 21, Bruce Galleries",9,6,0,6.875,,Ceramics,Person,"Notkin, Richard",,American,1/1/48,,"Chicago, IL",
Plate,  1952,earthenware,89.17,"Gift in memory of George R. Thomas by Mrs. George R. Thomas, Ann Thomas Wilkins and David G. Wilkins",10/5/89,Decorative Arts and Design,Hall of Sculpture Balcony,0,1.875,0,15.625,"David G. Wilkins, Pittsburgh, PA; gift to Carnegie Museum of Art, Pittsburgh, PA, October 1989.",Ceramics,Person|Person,"Scheier, Edwin|Scheier, Mary",|,American,1910-01-01|1908-01-01,2008-01-01|2007-01-01,"|Salem (Culpeper county, Virginia, United States)","|Green Valley (Pima county, Arizona, United States)"
Charger,  1725,porcelain with enamel and gilded decoration,89.19,Mary Murtland Wurts Fund of the Pittsburgh Foundation and Decorative Arts Purchase Fund,12/7/89,Decorative Arts and Design,"Gallery 19, Bruce Galleries",0,2.188,0,14.688,"Armin B. Allen, England",Ceramics,Organization,Du Paquier Porcelain Factory,,Austrian,1718-01-01,1744-01-01,,
Écuelle,1735-1740,porcelain with enamel and gilded decoration,89.20.A-B,Ailsa Mellon Bruce Fund,12/7/89,Decorative Arts and Design,"Gallery 19, Bruce Galleries",7.062,2.188,5.438,0,"Frederick J. and Antoinette H. Van Slyke, Baltimore, Maryland; sold by Sotheby's, New York, September 16, 1989, lot 233
Blumka Gallery, New York, New York
Armin B. Allen, England",Ceramics,Organization,Du Paquier Porcelain Factory,,Austrian,1718-01-01,1744-01-01,,
"Designs for Furniture, Metalwork, Interiors, and Ornamental Panels, ""Sheet No. 12""",1680-1681,etching and engraving,89.2.12,Charles J. Rosenbloom Fund,4/6/89,Fine Arts,"Gallery 19, Bruce Galleries",16,22,0,0,"The Golden Calf, Pittsburgh",prints,Person|Person,"Bérain, Jean, the elder|Diagremont, M.",engraver|,French,1640-01-01|,1711-01-01|,"Saint-Mihiel (Meuse, Lorraine, France)|","Paris (Ville de Paris department, Île-de-France, France)|"
George Washington,1824-1860,oil on canvas,89.24,Bequest of Mrs. B. F. Jones III,12/5/89,Fine Arts,"Gallery 20, Bruce Galleries",38,45,0,0,"Bequest of Mrs. B. F. Jones III, 1989.

TBF 10/29/14",paintings,Person,"Peale, Rembrandt",,American,1778-01-01,1860-01-01,"Bucks county (Pennsylvania, United States)","Philadelphia (Philadelphia county, Pennsylvania, United States)"
Christ Healing the Blind Man,  1640,oil on canvas,90.1,"Purchase: gift of Mrs. Thomas S. Knight, Jr. in memory of her mother, Mrs. George L. Craig, Jr.",6/7/90,Fine Arts,"Gallery 2, Scaife Galleries",54.25,38.25,3,0,"possibly Willy Mowinckel, Paris (?) and Genoa; possibly Bortolasco Collection, Genoa; Mrs. Thomas S. Knight Jr., Greenwich, Connecticut, through Piero Corsini Gallery, Inc., New York; purchased by Museum, June 1990.",paintings,Person,"Assereto, Gioachino",,Italian,1600-01-01,1649-01-01,"Genoa (Genova province, Liguria. Italy)","Genoa (Genova province, Liguria, Italy)"
Caudle cup and salver,1659-1660,silver,90.14.A-C,Women's Committee Acquisition Fund and John Berdan Memorial Fund,9/27/90,Decorative Arts and Design,"Gallery 2, Scaife Galleries",0,7.75,0,15.375,"S. J. Shrubsole, NY, New York",Metals,Person,"Greenway, Henry",attributed to,English,,,,
Untitled (Les Portes du Musee) [The Doors of the Museum],1968-1969,paint on vacuum-formed plastic,90.24.A-B,"Purchase: A. W. Mellon Acquisition Endowment Fund, Bequest of Roy O. Mitchell, Founder-Patrons Day Acquisition Fund, and Patrons Art Fund",12/6/90,Contemporary Art,"Gallery 13, Scaife Galleries",70.25,75.75,0.125,0,"Diego Cortez, New York",paintings,Person,"Broodthaers, Marcel",,Belgian,1/1/24,1/1/76," Saint-Gilles (Bruxelles region, Belgium)"," Cologne (Köln district, North Rhine-Westphalia, Germany)"
Bowl,  1955,earthenware,91.1,Gift of Mr. and Mrs. James M. Walton,6/27/91,Decorative Arts and Design,Hall of Sculpture Balcony,0,8,0,14.813,"Mr. and Mrs. James M. Walton, PA, Pittsburgh",Ceramics,Person|Person,"Scheier, Edwin|Scheier, Mary",|,American,1910-01-01|1908-01-01,2008-01-01|2007-01-01,"|Salem (Culpeper county, Virginia, United States)","|Green Valley (Pima county, Arizona, United States)"
The Reverend James Davis,1849,oil on canvas,91.13.1,"Gift of Mr. and Mrs. Joseph L. Bair in memory of Margaretta Skene Bair, granddaughter of Reverend and Mrs. Davis",6/27/91,Fine Arts,"Gallery 3, Scaife Galleries",24,30,0,0,"Mr. And Mrs. Joseph L. Bair, Greensburg, PA",paintings,Person,"Blythe, David G.",,American,1815-01-01,1865-01-01,"East Liverpool (Columbiana county, Ohio, United States)","Pittsburgh, Pennsylvania"
Margaret Wilson Long Davis,1849,oil on canvas,91.13.2,"Gift of Mr. and Mrs. Joseph L. Bair in memory of Margaretta Skene Bair, granddaughter of Reverend and Mrs. Davis",6/27/91,Fine Arts,"Gallery 3, Scaife Galleries",24,30,0,0,"Mr. And Mrs. Joseph L. Bair, Greensburg, PA",paintings,Person,"Blythe, David G.",,American,1815-01-01,1865-01-01,"East Liverpool (Columbiana county, Ohio, United States)","Pittsburgh, Pennsylvania"
Steltman Chair,1963,painted oak,91.1,Decorative Arts Purchase Fund,2/7/91,Decorative Arts and Design,"Gallery 18, Bruce Galleries",19.125,27.5,17.5,0,"Sotheby's, Holland, Amsterdam (through Barry Friedman, Ltd.)",Wood,Person|Person,"Rietveld, Gerrit Thomas|Groenekan, Gerard van de",designer|maker,Dutch|Netherlandish,1888-01-01|1904-01-01,1964-01-01|1994-01-01,Utrecht|,Utrecht|
Charger,1868-1912,copper and cloisonné (fused glass),91.32,"Gift of Kathleen P. Unrue, in memory of her grandfather James A. Deeds",12/5/91,Decorative Arts and Design,"Gallery 20, Bruce Galleries",23.688,3.5,0,0,"Kathleen P. Unrue, Bridgeville, PA",Metals,Person,unknown Japanese,,Japanese,,,,
Jug,  1879-1882,glazed earthenware,92.102,Decorative Arts Purchase Fund and Vivian W. Lehman Bequest,10/19/92,Decorative Arts and Design,"Gallery 20, Bruce Galleries",7.187,6.312,6.375,0,"The Fine Art Society, London, England",Ceramics,Person|Organization,"Dresser, Christopher|Linthorpe Pottery",designer|manufacturer,British,1834-01-01|1879-01-01,1904-01-01|1889-01-01,Glasgow|,|
Chair,  1908,mahogany with ebony inaly and original leather upholstery,92.103,Berdan Memorial Trust Fund,10/19/92,Decorative Arts and Design,"Gallery 18, Bruce Galleries",20,37.875,18.5,0,"Butterfield and Butterfield, Los Angeles, CA",Wood,Person|Person|Organization,"Greene, Charles S.|Greene, Henry M.|Greene & Greene",designer|designer|manufacturer,American,1868-01-01|1870-01-01|1894-01-01,1957-01-01|1954-01-01|1922-01-01,"Cincinnati, OH|Cincinnati, OH|","Carmel-by-the-Sea, CA|Pasadena, CA|"
"White Top Mountain, New Hampshire",1930,oil on Upson® board,92.113,Fellows Fund,10/19/92,Fine Arts,"Gallery 11, Scaife Galleries",40,30,4,0,"Maurice Horwitz, Butler, PA",paintings,Person,"Hartley, Marsden",,American,1877-01-01,1/1/43,,
"Marie Taglioni in ""La Sylphide""",1837,bronze,92.114,Leisser Art Fund,10/19/92,Fine Arts,"Gallery 3, Scaife Galleries",8,17.625,8.5,0,"Shepherd Gallery, New York, NY, 1992. Purchased by Carnegie Museum of Art, 1992.",sculpture,Person,"Barre, Jean-Auguste",,French,1811-01-01,1896-01-01," Paris (Ville de Paris department, Île-de-France, France)"," Paris (Ville de Paris department, Île-de-France, France)"
Vase,  1810,earthenware with transfer-printed decoration,92.156.2,"Gift of the Estate of Donald C McVay, Jr.",10/19/92,Decorative Arts and Design,"Gallery 19, Bruce Galleries",5.875,11.875,4.687,0,"Gift of the Estate of Donald C McVay, Jr., Pittsburgh, PA, 1992.",Ceramics,Organization,Creil Factory,,French,1795-01-01,1895-01-01,,
Sauceboat,  1810,earthenware with transfer-printed decoration,92.156.5.1,"Gift of the Estate of Donald C McVay, Jr.",10/19/92,Decorative Arts and Design,"Gallery 19, Bruce Galleries",7.25,7,3.75,0,"Gift of the Estate of Donald C McVay, Jr., Pittsburgh, PA, 1992.",Ceramics,Organization,Creil Factory,,French,1795-01-01,1895-01-01,,
Pitcher,  1810,earthenware with transfer-printed decoration,92.156.6,"Gift of the Estate of Donald C McVay, Jr.",10/19/92,Decorative Arts and Design,"Gallery 19, Bruce Galleries",6.562,10.875,5.62,0,"Gift of the Estate of Donald C McVay, Jr., Pittsburgh, PA, 1992.",Ceramics,Organization,Creil Factory,,French,1795-01-01,1895-01-01,,
